1000,66713401,3
1000,34607291,4
1000,359086841,5
1001,249401770,5
1002,66713401,3
1002,249401770,5
1002,359086841,5
1003,2200465185,1
1004,249401770,5
1005,2200465185,3
1006,34607291,5
1006,4357845893,4
1006,359086841,5
1007,359086841,5
1008,249401770,5
1009,1375716062,4
1010,4357845893,4
1011,249401770,3
1011,66713401,4
1011,359086841,5
1012,359086841,5
1012,249401770,4
1013,66713401,5
1013,359086841,4
1014,1375716062,5
1015,4357845893,3
1016,359086841,5
1016,249401770,5
